Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C3orf67,36.3612929,1.735765209,0.585857636,2.962776456,0.003048779,0.017656508
CST5,2.271625739,-3.596622308,1.215013507,-2.960150063,0.003074892,0.017803479
IL20RB-AS1,7.230241607,-2.272458352,0.76770965,-2.960049222,0.003075899,0.017805048
FAM78A,91.77838283,-1.092179407,0.368996139,-2.959866766,0.003077721,0.017809354
KCNK17,52.06860032,-1.600393015,0.540704846,-2.959827392,0.003078114,0.017809354
RP1L1,2.742122769,-2.925699769,0.988717117,-2.9590868,0.003085522,0.017839417
GPR39,29.25018446,-1.674996568,0.566119934,-2.958730945,0.003089087,0.017855763
PFAS,97.53944803,1.316774667,0.44508301,2.958492318,0.003091479,0.017865326
SHISA3,248.5234162,-1.060412727,0.358453794,-2.95829684,0.003093441,0.01786749
TMEM68,880.0251777,1.093055953,0.369496074,2.958234283,0.003094069,0.01786749
SLC7A2,2472.676189,1.060683617,0.358580676,2.958005518,0.003096366,0.01787649
RALY-AS1,29.23031898,-1.476570975,0.49926256,-2.957503911,0.003101408,0.017901331
DPPA4,7.848484477,1.62748965,0.550387794,2.956987178,0.00310661,0.017927082
AGRP,3.50720523,-3.210848548,1.085926144,-2.956783541,0.003108663,0.017931953
BDNF-AS,344.4164713,-1.023467504,0.346199395,-2.95629489,0.003113592,0.01795453
CDCA2,32.98659067,2.317372833,0.783909224,2.956174978,0.003114803,0.017957234
FPR2,152.779778,1.237049422,0.418673195,2.954689811,0.003129836,0.018035305
KIF6,139.6735418,-1.314213468,0.444989781,-2.953356511,0.003143387,0.018097071
RNU6-245P,9.141781231,-2.992957743,1.013414226,-2.953340961,0.003143545,0.018097071
SEMA6B,20.64245943,1.86822044,0.632599873,2.953241886,0.003144555,0.018098576
LINC01018,7.989400953,-1.584302315,0.536494699,-2.953062387,0.003146384,0.018104797
TM4SF19,10.36973331,2.157798452,0.730764533,2.952795809,0.003149102,0.018116131
ASB9,39.63093889,-1.267231927,0.429283363,-2.951970738,0.003157529,0.018160291
ADH7,106.7283881,3.355435257,1.137131787,2.950788373,0.00316964,0.018216443
GRIN3A,43.85547187,-2.133875034,0.723889767,-2.947790026,0.003200544,0.018381481
BPIFA1,32.05954964,3.45627354,1.172711942,2.947248524,0.003206154,0.018409334
HMGB1P5,13.02356645,1.39717074,0.474188606,2.946445194,0.003214494,0.018450661
SLC4A10,52.87472978,1.632269559,0.553986204,2.946408318,0.003214877,0.018450661
B3GNTL1P1,23.53534776,-2.133650227,0.724262022,-2.945964529,0.003219493,0.018464022
CD5L,21.29986016,-2.484123797,0.843709416,-2.944288342,0.003236983,0.018551135
ADRA2A,281.9111937,1.871766073,0.635743654,2.944215114,0.003237749,0.018551135
TNNT1,1.637780086,-3.50238249,1.189716658,-2.943879509,0.003241262,0.018566867
DDIT4,426.052768,1.607448945,0.54621804,2.942870482,0.003251844,0.018618674
ACOX2,132.4277912,-1.576189006,0.535931086,-2.941029262,0.003271236,0.018720847
OR51B4,5.435228183,-3.26706661,1.111029251,-2.940576594,0.00327602,0.018743791
RPS26P20,4.822318025,-2.15435416,0.732649543,-2.940497513,0.003276856,0.018744145
TSPAN8,172.5912688,-1.480074025,0.503424401,-2.940012484,0.00328199,0.018769075
SNORD72,4.148361901,3.162644531,1.075893178,2.939552545,0.003286865,0.018792515
KCNJ1,80.0111486,-2.365333043,0.804777381,-2.939114716,0.003291512,0.018814638
PGC,331.67444,-2.320827504,0.789912176,-2.93808296,0.003302486,0.018868455
XKR4,37.15023356,-1.752913018,0.596704073,-2.937658878,0.003307007,0.018885365
EEF1A1P12,7.614956267,1.297891519,0.441864586,2.937306042,0.003310772,0.018902407
STK11IP,42.51695441,-1.449049354,0.493356232,-2.937125871,0.003312696,0.018908932
UGT1A1,6.079635716,3.794100433,1.291817108,2.937025998,0.003313763,0.018910563
QRFP,5.613027284,-2.121900832,0.722510337,-2.936844946,0.003315698,0.018917146
VIPR2,3.519013001,-2.519029684,0.858027271,-2.935838719,0.003326472,0.01896967
FAM41C,1.278455223,-3.469041746,1.181957607,-2.93499676,0.003335512,0.019007783
GRAMD4,70.55327338,-1.275207915,0.434571476,-2.934403166,0.003341898,0.019030734
GPR37L1,3.711857227,-2.894198471,0.986352698,-2.93424297,0.003343624,0.01903608
OR1A1,3.918529733,3.466438366,1.181887245,2.932968757,0.003357377,0.019109885
TUSC8,11.10151837,-3.383110569,1.153610318,-2.932628563,0.003361057,0.01911707
GAPDHP33,15.42351157,-2.080702714,0.709516529,-2.932564118,0.003361755,0.01911707
DOK3,766.3962808,1.092331702,0.372483996,2.932560095,0.003361799,0.01911707
TRMT61B,223.877769,1.28546086,0.438424118,2.932003069,0.003367834,0.019142396
NUF2,72.3837257,1.259847612,0.429760793,2.931508953,0.003373196,0.019168373
NOL3,100.5296394,-1.249439396,0.426239171,-2.931310589,0.003375351,0.019171615
SOX11,7.006202004,2.753841915,0.939648723,2.930714264,0.003381837,0.019195884
MAPRE3-AS1,36.51248984,-1.317150483,0.449434904,-2.930681329,0.003382195,0.019195884
TPM3P1,180.3185314,-1.478432341,0.504470067,-2.930664153,0.003382382,0.019195884
MILR1,42.50798008,1.375689826,0.469430043,2.930553435,0.003383588,0.019195884
RPL39P29,16.65618274,-2.299621446,0.784705562,-2.930553265,0.00338359,0.019195884
PLPPR3,2.04107096,-3.793541159,1.294874348,-2.929659673,0.003393334,0.019246655
KRASP1,7.599177698,1.439612199,0.49145427,2.929290242,0.00339737,0.019265032
RPL7P36,23.94116339,-2.743015176,0.936459817,-2.92913281,0.003399092,0.019270277
VNN1,396.1592697,1.500015259,0.512147037,2.928876186,0.003401899,0.019274934
ZNF2,90.31389755,-1.378737895,0.470754029,-2.928786183,0.003402884,0.019274934
TPI1,497.1980869,1.012415879,0.345679946,2.928766594,0.003403099,0.019274934
RNF32,177.7922239,-1.224064088,0.418017973,-2.928257078,0.003408681,0.019297519
DPYD-IT1,64.37036561,-1.648612182,0.563128204,-2.927596543,0.00341593,0.019324997
TMPRSS2,282.3148808,-1.370751798,0.468267555,-2.927283312,0.003419372,0.019339951
ATG10-IT1,2.309650811,4.396981486,1.502247447,2.926935569,0.003423198,0.019357064
TMPRSS5,9.203524832,-2.944145071,1.006087775,-2.926330231,0.003429866,0.019390243
SAA4,3.685728978,4.756954394,1.625684241,2.926124442,0.003432136,0.019398543
HUS1B,14.06942868,2.52292831,0.862296956,2.925823052,0.003435463,0.019412811
CX3CR1,348.1434383,-2.076586587,0.710372859,-2.923234694,0.003464153,0.019557364
PRMT1P1,4.81862936,-3.486590557,1.192736288,-2.923186452,0.00346469,0.019557364
ENPP7P6,1.670134263,-3.508889521,1.200423028,-2.923044161,0.003466274,0.019559513
MAMSTR,4.013311327,-3.162273631,1.081952644,-2.922746802,0.003469585,0.019573637
SUGP1,34.72442936,-1.256735126,0.430096134,-2.921986567,0.003478065,0.019609628
NAPSA,192.5822277,-1.359238038,0.465180714,-2.921956989,0.003478396,0.019609628
ATP6V0CP4,6.800006721,3.908618794,1.337750305,2.921785015,0.003480317,0.019615889
RNU6-644P,10.69927145,-2.040914164,0.698591529,-2.921469957,0.003483839,0.019631168
EVA1A,107.6748061,-1.561124219,0.534485979,-2.920795456,0.00349139,0.019659984
RNU4-56P,3.292560106,-3.677262372,1.259278418,-2.920134514,0.003498803,0.019697148
NDST1-AS1,2.934960641,-3.506655888,1.201441111,-2.918708089,0.003514852,0.019764509
ADH1C,96.43011142,2.235253153,0.765891329,2.918499098,0.003517209,0.019768624
SETP14,16.74771291,1.249336924,0.428228705,2.917452545,0.003529033,0.019825828
ANTXRLP1,5.399155282,-2.622460206,0.898953162,-2.917237868,0.003531463,0.019834875
RNU7-61P,6.775038663,4.320890574,1.482002051,2.915576649,0.003550319,0.019926906
LINC00457,10.03180498,-2.582683661,0.886410003,-2.913644535,0.003572364,0.020032057
CD1A,3.738310577,-2.692900291,0.924509375,-2.912788516,0.003582171,0.020077746
NFKB2,105.4524593,1.294458207,0.444419733,2.91269291,0.003583268,0.020079243
RN7SL724P,5.753899634,-2.437554209,0.837230083,-2.911450816,0.003597545,0.020149918
LIMS2,418.7271287,-1.072874078,0.368614136,-2.910561404,0.003607801,0.020198009
MIR4668,3.486220363,2.869702804,0.986800942,2.908086811,0.003636474,0.020325621
YBX1P8,2.132058852,-3.51649693,1.209381211,-2.907682788,0.003641175,0.020342501
INO80C,173.4184163,1.256656745,0.432274759,2.9070787,0.003648214,0.020377123
SLC25A45,76.13056857,-1.4596524,0.502312113,-2.905867413,0.003662366,0.020451449
THY1,327.1894116,1.58889713,0.546863014,2.905475575,0.003666955,0.02047235
AZIN2,63.76100735,-1.587159376,0.546365907,-2.904938535,0.003673252,0.020498052
PGAP2,112.1882171,-1.202703006,0.414139834,-2.904098828,0.003683119,0.020543309
ZDHHC23,304.1297047,-1.225388636,0.421961179,-2.904031688,0.003683909,0.020543309
HAPLN3,62.5968601,1.552760702,0.534716171,2.903897033,0.003685493,0.020547411
AFF3,1725.894983,-1.029169437,0.354439556,-2.903652876,0.003688368,0.020558704
RPL39L,28.47889653,2.103489727,0.724538721,2.903212302,0.003693562,0.020581488
SLC22A5,508.4014888,-1.004779111,0.346098209,-2.903161831,0.003694157,0.020581488
HINT1P2,5.093589917,-2.371212515,0.817023626,-2.902256972,0.003704845,0.02062679
TDRD9,42.93673874,1.830178564,0.63080084,2.901357206,0.003715501,0.020674191
TMEM175,65.12354377,-1.389137983,0.478917823,-2.900576918,0.003724764,0.020709106
PGM5,420.2712377,-1.218917643,0.420276552,-2.90027516,0.003728352,0.020724294
PCOLCE,288.6082258,1.495526116,0.515670548,2.900158101,0.003729745,0.020727275
TRIB3,49.41812022,2.14575831,0.74041224,2.898058936,0.0037548,0.020842586
ASAH2,4.070872341,2.338917555,0.807185356,2.897621393,0.003760042,0.020853611
MS4A1,364.3389582,2.298182273,0.79313154,2.897605451,0.003760233,0.020853611
POTEE,2.852539709,4.592998993,1.585560146,2.896767433,0.003770291,0.020895737
APBB3,103.8713555,1.201078384,0.414638941,2.896684962,0.003771283,0.020895737
CFB,1.755230268,3.631568827,1.254087661,2.895785471,0.003782109,0.020938528
VIPR1,1179.673856,-1.450406865,0.500883346,-2.895697926,0.003783164,0.020938528
RN7SL823P,2.448128757,-4.069171782,1.405254078,-2.895684022,0.003783331,0.020938528
CLIP1-AS1,100.6043995,-1.726160061,0.596170808,-2.895411915,0.003786613,0.020948722
CRTAM,68.38410122,-1.29430879,0.447024336,-2.895387761,0.003786904,0.020948722
MTATP6P16,8.837089252,-3.779949039,1.305806898,-2.89472283,0.003794935,0.020983552
PRB4,24.62800413,2.958506855,1.022218008,2.894203421,0.003801218,0.021008696
ALB,20.93637105,3.883657347,1.342303681,2.89327773,0.00381244,0.0210611
FUT1,83.50515461,-1.643353881,0.568060968,-2.892918144,0.003816808,0.021080414
OR55B1P,1.583399798,-3.398724185,1.175190049,-2.892063448,0.003827206,0.021125975
YWHAZP4,7.243573828,-2.342623534,0.810157771,-2.891564604,0.003833288,0.021147306
LINC01431,3.144459816,-3.248976188,1.123714675,-2.891282155,0.003836735,0.021161499
TM4SF4,31.69070092,-2.036312373,0.704504686,-2.890417072,0.00384731,0.021214992
SPESP1,68.13655458,1.587677325,0.54940236,2.889826181,0.003854549,0.021250067
SPIC,9.524560935,4.828849089,1.671396344,2.889110716,0.00386333,0.021279089
TMEM125,49.4930346,-1.823031459,0.631113046,-2.88859733,0.003869643,0.021309008
NCS1,49.42212904,1.865408737,0.645924666,2.887966407,0.003877413,0.021346939
KIAA1671,1289.470329,-1.205551672,0.417556529,-2.887158001,0.00388739,0.021387271
RNU6-711P,24.33314619,1.224312884,0.424150058,2.886508821,0.003895418,0.021426571
FAM98A,725.3192762,1.095100722,0.379567878,2.88512486,0.003912585,0.021507278
MMP9,18.06578011,2.75856125,0.95613696,2.885110989,0.003912757,0.021507278
SH3D21,129.925049,-1.145248071,0.397013121,-2.884660507,0.00391836,0.021533183
LINC01559,10.27439636,3.104152593,1.076556528,2.883408825,0.003933965,0.021604226
TRDJ1,3.606053899,-3.20963017,1.113248993,-2.88311976,0.003937577,0.021614677
RNU6-126P,3.475790439,-2.663128124,0.923721537,-2.883042147,0.003938547,0.021614677
HPSE2,127.245912,-2.169147944,0.752515515,-2.882529198,0.003944966,0.021635183
SSC4D,3.920428363,-3.382528717,1.173515985,-2.882388275,0.003946731,0.021639958
NR1D1,132.1627441,1.830203999,0.634987042,2.882269838,0.003948215,0.021643191
YRDC,193.8623082,1.651163868,0.57291196,2.882055153,0.003950906,0.021648137
SRRM3,3.065541273,2.71272656,0.941646088,2.880834522,0.003966238,0.021717397
SIX4,570.6141496,1.53079671,0.531405333,2.880657411,0.003968467,0.021724688
LINC02691,6.513982933,-2.611277198,0.906646427,-2.88014944,0.003974867,0.021754802
DLGAP1-AS4,19.78388666,-2.677908237,0.929981985,-2.879527003,0.003982722,0.021782184
COLGALT2,231.8351777,-1.582945499,0.549815798,-2.879046955,0.003988789,0.021806343
ENPP7P5,7.97707305,-2.546139094,0.884791976,-2.877669737,0.004006243,0.02188199
NUTF2P3,3.771922102,-3.640948766,1.265378025,-2.877360515,0.004010172,0.021898505
TSKU,129.0183338,1.136854242,0.395232198,2.87642112,0.004022127,0.021949726
VWA5B1,2.748118156,-3.023942071,1.051290448,-2.876409728,0.004022272,0.021949726
IL17RE,44.36270076,-1.686823716,0.58652108,-2.875981397,0.004027734,0.021969626
LINC01657,1.655605494,-3.872587523,1.347085172,-2.874790401,0.004042958,0.022042727
OR2L5,2.777815955,-4.616277073,1.606211328,-2.874016011,0.004052884,0.022082201
LIN7B,13.85251501,-1.598318125,0.556127845,-2.874012042,0.004052935,0.022082201
SIKE1,2197.307558,1.10696872,0.385187074,2.873847007,0.004055053,0.02208877
MEGF10,7.442154699,3.02722349,1.053439307,2.873657238,0.00405749,0.022097071
ERICD,10.05494393,-2.797513705,0.973552286,-2.873511517,0.004059363,0.022102294
SLC5A4-AS1,363.1978789,-1.04762745,0.364604755,-2.873323607,0.004061778,0.022110472
ERVW-1,49.24167691,-1.39009585,0.483824683,-2.873139589,0.004064145,0.02211838
LINC00920,116.4851195,-1.440696586,0.501504617,-2.872748396,0.00406918,0.02213583
BTBD16,16.96137559,-1.728004458,0.601767782,-2.871546983,0.004084681,0.022215155
C5orf66,66.0983062,-1.666410918,0.58039183,-2.871182589,0.004089392,0.022235784
TOMM40,97.22128185,1.441866581,0.502309154,2.870476417,0.004098538,0.022280505
EAF1-AS1,33.48148874,-1.852929716,0.645544122,-2.870337833,0.004100335,0.022285268
LYNX1,33.91222727,-1.759048412,0.61291634,-2.86996495,0.004105173,0.022306555
COX17,256.9798437,1.021945641,0.356104422,2.869792051,0.004107418,0.022313746
NACA3P,9.528004626,1.016311024,0.35416394,2.869606158,0.004109833,0.022321856
LINC02555,52.60407197,-1.773795246,0.618215225,-2.869219607,0.00411486,0.022344142
SCG3,34.36302223,2.419379013,0.843293823,2.868963281,0.004118196,0.022357241
DRD2,2.163672912,-4.245626147,1.480119335,-2.868435028,0.004125079,0.022382804
CCDC58P5,4.440873416,-2.411350908,0.840663834,-2.868389017,0.004125679,0.022382804
CXCR2,444.2473734,1.673349107,0.583747034,2.866565499,0.004149523,0.022486957
PWRN2,4.503460302,-3.515161785,1.226306723,-2.866462133,0.004150878,0.022489266
RNU6-101P,53.99253108,-1.841325894,0.642618288,-2.86534935,0.004165494,0.022563404
RN7SKP118,4.32344583,-1.692390426,0.590658514,-2.865260361,0.004166665,0.022564258
SALRNA2,70.755632,-2.200414899,0.767980674,-2.865195668,0.004167516,0.022564258
TNFSF4,134.8133216,-1.305883137,0.455830846,-2.864841525,0.00417218,0.022582924
ARHGAP15-AS1,113.9119564,-1.213683301,0.423855248,-2.863438183,0.004190706,0.022669526
RNU6-60P,59.52394177,-1.419939378,0.495942679,-2.863111885,0.004195024,0.022682746
RNU6-415P,4.663733135,-2.556996616,0.893331107,-2.862316777,0.004205563,0.022734654
GRIP2,9.931422792,-1.940904615,0.678181661,-2.86192436,0.004210774,0.022752657
SNORA74D,11.19773431,2.421589157,0.84634109,2.861244934,0.004219809,0.022796388
RN7SL487P,5.635448428,-2.399919725,0.838964904,-2.860572253,0.004228772,0.022829519
LINC00654,63.31887157,-1.056590765,0.369499742,-2.859516922,0.004242868,0.02290051
TBX2-AS1,22.63027573,-1.473241815,0.515274816,-2.859138014,0.004247939,0.022917661
TREML2,45.36063425,2.682369423,0.93821382,2.859017173,0.004249558,0.022920986
PGLYRP1,3.281236022,2.725501776,0.953322445,2.8589506,0.00425045,0.022920986
FXYD1,3.217204569,-2.10302158,0.735652859,-2.858714614,0.004253613,0.022932933
LRRC36,140.6158332,-1.959415566,0.686045189,-2.856102772,0.004288763,0.023086441
WNT4,24.31717927,-2.095909746,0.73387501,-2.855949199,0.004290838,0.023092474
CYP4A43P,1.884508313,-3.678040533,1.288055122,-2.855499327,0.004296921,0.023120074
MAML3,1622.61093,-1.012674396,0.354714194,-2.854902379,0.004305006,0.023158425
BHLHE40-AS1,103.8118785,-1.186600578,0.415655177,-2.854771562,0.004306779,0.023160881
GSG1L,4.123184473,-3.227206779,1.130478038,-2.854727533,0.004307377,0.023160881
CHADL,3.019869404,-2.105328386,0.737793091,-2.853548525,0.004323392,0.023231515
ERFE,17.40182711,2.39252072,0.838496455,2.853346254,0.004326146,0.023241149
STXBP2,97.5149334,1.18106608,0.413954441,2.853130592,0.004329083,0.023246607
MEDAG,367.5451219,1.627418068,0.570425609,2.852989141,0.00433101,0.023251799
LDHAP7,3.236565931,1.858607011,0.651500726,2.852808811,0.004333468,0.023254679
CNGA1,41.5131177,-1.961688431,0.687853986,-2.851896579,0.004345924,0.023316348
GPX2,157.2517093,1.716449538,0.601978639,2.851346256,0.004353453,0.023346394
METTL25,195.0074552,-1.204199038,0.422387558,-2.850933973,0.004359102,0.023366332
RAG2,2.724861441,-2.396988737,0.840929631,-2.850403467,0.00436638,0.023400163
UQCRHL,13.32197514,-1.21505353,0.426330889,-2.850024624,0.004371584,0.023422866
STAC,153.3152769,-1.151182536,0.403942057,-2.849870457,0.004373704,0.023429035
RN7SL5P,21.11028012,1.30683348,0.458655322,2.849271376,0.004381949,0.023462814
LMNTD2,3.916261053,-2.72833935,0.957707965,-2.848821824,0.004388145,0.023490794
TLR10,119.1517421,2.331091517,0.818478746,2.848078253,0.004398411,0.023538356
PRPH,10.53249945,-1.899779174,0.667147246,-2.847616004,0.004404804,0.023550172
NRXN3,314.1672507,-1.181342896,0.414894376,-2.847334079,0.004408707,0.023550172
OR8B8,8.232672045,-3.298651113,1.158512771,-2.847315277,0.004408967,0.023550172
MRGPRX2,3.751353108,-3.562643677,1.251370663,-2.846993126,0.004413432,0.023568815
ANKRD10-IT1,639.1622822,1.096831221,0.38528571,2.846799643,0.004416115,0.023577941
RN7SKP243,6.164017134,-2.996782803,1.053007181,-2.845928173,0.004428218,0.023632136
LINC02244,16.39230674,-1.593189405,0.559827455,-2.845857933,0.004429195,0.023632138
LINC01465,24.16451142,-1.3473695,0.473471431,-2.845725028,0.004431044,0.023632496
PPAT,451.7596528,1.189000154,0.417821569,2.845712723,0.004431215,0.023632496
FGF8,2.334416391,3.929952382,1.381194017,2.845329716,0.004436547,0.023655721
RN7SL334P,3.625876607,-2.785484859,0.979301659,-2.844358358,0.004450097,0.02372274
QRFPR,4.785907307,-3.499499188,1.230885274,-2.84307503,0.004468055,0.023802745
GPC1,90.30904764,1.307718026,0.460009142,2.842808777,0.004471789,0.023812154
ELL2P4,2.503456419,-4.448989209,1.565053935,-2.842706638,0.004473222,0.023814546
SCGB3A2,862.7599811,-1.395687136,0.491105313,-2.841930433,0.004484128,0.023867353
RNU5F-3P,4.658760155,-3.243001289,1.141319686,-2.841448656,0.004490908,0.023891191
PTGES3P3,3.160956119,2.784235643,0.979880984,2.841401852,0.004491568,0.023891191
P3H1,250.370194,1.091435516,0.384129513,2.841321684,0.004492697,0.023891947
EIF2S2P2,2.588038876,4.455879226,1.568377809,2.841075155,0.004496172,0.023905172
RN7SKP16,507.4008305,1.094126643,0.385133353,2.840903379,0.004498594,0.023912799
SCGB3A1,145.7659565,-1.619469409,0.57007298,-2.840810681,0.004499902,0.023914498
COQ8B,67.87459412,-1.200925317,0.422911754,-2.83965935,0.004516173,0.023979596
CHST6,51.66522119,1.505789021,0.530359538,2.839185332,0.004522888,0.023999766
YWHAEP7,5.349275803,-1.632383147,0.575025267,-2.838802466,0.004528318,0.024018048
PIM3,109.1823507,1.292258736,0.455285461,2.838348349,0.004534766,0.024046979
CDCA8,14.13192342,2.679758069,0.944436997,2.837413272,0.00454807,0.024112244
DLGAP1-AS5,45.93636767,-1.860018748,0.655659511,-2.836866874,0.00455586,0.024148255
SCARNA5,118.0616596,1.312339837,0.462629125,2.836699564,0.004558248,0.024155621
CDH20,19.33906466,-2.339807324,0.824901404,-2.836469078,0.00456154,0.024167373
DNM1P47,7.276542917,-2.284058097,0.805275964,-2.836366909,0.004562999,0.024167373
LINC02626,3.519594576,5.307179075,1.871217188,2.836217575,0.004565133,0.024170938
RN7SL753P,2.167800667,-3.907726232,1.378261339,-2.835257815,0.004578872,0.024237921
NKX6-2,3.970255757,-2.954164146,1.041967534,-2.835178688,0.004580006,0.024237921
LINC02073,8.368946263,-2.475918016,0.873301462,-2.835124092,0.004580789,0.024237921
FFAR4,35.41630469,-2.238702773,0.78965418,-2.83504201,0.004581966,0.024238851
SNRPGP9,11.1910462,-2.217794657,0.782387868,-2.834648578,0.004587612,0.024255846
STX19,259.9742314,-1.422577008,0.50186838,-2.834561937,0.004588856,0.024255846
XRCC2,126.4468882,1.278035637,0.450885173,2.834503576,0.004589694,0.024255846
DDAH2,9.436784467,-1.569792988,0.553834188,-2.834409686,0.004591043,0.024255846
FADS2B,14.3961125,-2.596671409,0.916127583,-2.834399332,0.004591192,0.024255846
VNN3,308.804989,1.580905082,0.557905877,2.833641206,0.004602097,0.024302848
FCRL5,449.4858446,2.230369687,0.787142656,2.833501233,0.004604113,0.02430819
PTGER1,2.320177551,-2.733166535,0.964638445,-2.833358498,0.00460617,0.024313744
C12orf54,3.106745156,-3.412895942,1.204588047,-2.83324739,0.004607771,0.024316894
RPS20P22,58.60193608,-1.037385029,0.366194604,-2.832879071,0.004613083,0.024339622
ATXN7,221.192771,-1.221625988,0.431276442,-2.832582232,0.004617369,0.024356922
IGLV7-46,26.07891872,2.901974332,1.024714413,2.831983521,0.004626023,0.024396123
FAAH,16.89614388,-1.487902565,0.525402549,-2.831928716,0.004626816,0.024396123
CD40LG,67.90779003,-1.45650052,0.514330862,-2.831835744,0.004628162,0.024397902
ZNF774,194.4470497,-1.220066887,0.43102186,-2.830638071,0.004645526,0.024473446
IGKJ5,9.613722668,3.277182775,1.157822179,2.830471581,0.004647944,0.024476559
UPF3AP3,24.14944826,-1.780448468,0.629031901,-2.830458146,0.004648139,0.024476559
SLC31A2,87.05967208,-2.106698308,0.744418548,-2.829991695,0.004654921,0.02450694
AQP7,15.44236135,-2.111000687,0.74641675,-2.828179681,0.004681352,0.024635375
NIPSNAP3B,406.3579941,-1.093307784,0.386686392,-2.827375894,0.00469312,0.024686568
TEKT4P2,5.670138373,-2.330202374,0.824487565,-2.826243199,0.004709749,0.024757895
PAPOLB,94.75007429,-1.613611557,0.571158402,-2.825155951,0.004725761,0.02483667
RPS24P16,8.262514168,1.923288413,0.680890351,2.824666863,0.00473298,0.02486381
SNORA12,98.23759643,1.673379985,0.592545353,2.824053847,0.004742042,0.024900606
NLGN2,236.2908899,1.031592058,0.365308127,2.823895724,0.004744382,0.024907028
CACNG8,9.39355027,-1.773500471,0.628047412,-2.823832145,0.004745323,0.024907028
MISP,28.44806676,-1.703790157,0.603391183,-2.823690841,0.004747415,0.024910414
ASPDH,4.620185269,-2.327534545,0.824300072,-2.823649571,0.004748027,0.024910414
CKS2,91.56342649,1.611053579,0.570703342,2.822926487,0.004758748,0.024950438
STMN2,13.28167853,3.793195919,1.344127297,2.822051102,0.004771757,0.025007811
OR7M1P,3.039828249,-4.029629895,1.428503893,-2.820874283,0.004789297,0.025088866
ZBTB32,8.101548955,-2.059878026,0.73084436,-2.818490691,0.004825001,0.025248578
CYYR1-AS1,92.21996516,-1.065586851,0.378142274,-2.817952193,0.004833101,0.025285495
EEF1E1,176.5943603,1.034866739,0.367331942,2.817252244,0.004843647,0.025329719
RGS14,62.44539088,1.268722292,0.450364401,2.817101635,0.004845919,0.025336126
MTND2P12,25.37043744,-2.338077824,0.8302179,-2.816221889,0.004859209,0.025400126
OR52H1,70.53811198,-1.745478747,0.619858811,-2.815929558,0.004863633,0.02541776
TNRC6C-AS1,43.86789481,-1.425487375,0.506291247,-2.815548133,0.00486941,0.025442458
TCHH,10.89514409,-3.051362162,1.083912404,-2.81513723,0.004875641,0.025469515
ZNF844,111.252956,-1.315928509,0.467472183,-2.814987834,0.004877908,0.025472562
BEAN1,53.41108579,-1.739840346,0.618076479,-2.814927286,0.004878827,0.025472562
YWHAZP3,7.137605842,1.264134243,0.449088208,2.814890753,0.004879382,0.025472562
PDLIM4,35.63260931,1.196123282,0.42494113,2.814797623,0.004880796,0.02547445
CYB561,197.9143369,-1.066946598,0.37920796,-2.813618674,0.00489873,0.025551523
MZB1,84.66853276,2.169725365,0.77140385,2.81269709,0.004912791,0.025613821
JMJD7-PLA2G4B,10.52730887,-1.610479781,0.572759545,-2.811790383,0.00492666,0.025679539
MFAP2,42.04909321,1.734582643,0.61690843,2.811734381,0.004927518,0.025679539
MYOM3,3.917951817,-2.440870877,0.868127096,-2.811651529,0.004928787,0.025680624
RGS9,144.8973974,-1.187616359,0.422541683,-2.810648999,0.004944169,0.025752576
LINC01102,4.011566302,-3.453180023,1.228891673,-2.809995461,0.00495422,0.025782459
LINC02611,36.23722608,1.603240056,0.570555625,2.809962754,0.004954723,0.025782459
MIR5687,52.20821221,-1.466204069,0.521824277,-2.809765922,0.004957754,0.025787142
MUC12,34.32026858,2.4290081,0.864702103,2.809069264,0.004968496,0.02582636
DNM1,231.2583406,1.510659382,0.537829633,2.808806524,0.004972552,0.025837322
SLC6A1-AS1,5.829886346,-3.090404961,1.100260308,-2.808794371,0.00497274,0.025837322
COX7CP1,34.23683315,1.478544226,0.526447954,2.808528775,0.004976843,0.025853094
RPS27AP10,38.65319285,1.770162649,0.630695144,2.806685076,0.005005415,0.025984782
SERTAD4-AS1,53.54836012,-1.55174971,0.552970159,-2.80620877,0.00501282,0.026017645
FCMR,387.0807477,1.771117045,0.631175363,2.806061754,0.005015108,0.026023937
RNU2-60P,8.383939064,-3.604688544,1.284833423,-2.805568785,0.005022786,0.026043879
PKD2L2,45.62952836,-1.423249,0.507299728,-2.805538663,0.005023255,0.026043879
FAM167B,12.64034998,1.808914583,0.644786347,2.805448022,0.005024668,0.026045626
RFX1,87.5575381,-1.399240895,0.49897955,-2.804204892,0.005044084,0.026137169
HEYL,490.0492585,-1.352280546,0.482237595,-2.804179019,0.005044489,0.026137169
ANKRD20A5P,142.4432782,-1.006162239,0.358865715,-2.803729071,0.005051533,0.026164987
SLC25A25-AS1,101.3436952,-1.037182555,0.369933762,-2.80369802,0.00505202,0.026164987
METAP1D,104.9172841,1.066497529,0.380453285,2.803228598,0.005059379,0.026191893
MIR3139,5.195732,-2.244398315,0.800699334,-2.80304756,0.00506222,0.026200996
SPATA21,2.440718299,-3.080848133,1.099516793,-2.802001891,0.005078658,0.026269218
LINC01752,35.5094418,-1.342950159,0.479362126,-2.801535805,0.005086,0.026301574
RTN1,188.2635438,-1.441701239,0.514645276,-2.801349409,0.005088939,0.02631115
