Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RWDD1,2044.200474,1.380384253,0.139045383,9.927580612,3.16E-23,7.95E-19
RN7SKP185,279.2393534,4.377487172,0.464028826,9.433653527,3.96E-21,4.98E-17
YDJC,31.82126503,-3.364170022,0.374461665,-8.984017156,2.61E-19,1.98E-15
XCR1,25.33094016,-6.545531399,0.730697817,-8.957918372,3.31E-19,1.98E-15
LINC00996,30.50554105,-4.824554522,0.539738588,-8.938687408,3.94E-19,1.98E-15
IGHG4,568.1494956,-4.90056058,0.561212099,-8.732100729,2.50E-18,1.05E-14
ARPP19,7704.203114,1.7704586,0.206945498,8.555192621,1.18E-17,4.23E-14
DEFA6,138.3652448,-25.0931102,2.968429025,-8.453330022,2.83E-17,8.91E-14
MIR4446,15.95266743,-6.482857639,0.770694137,-8.411712676,4.04E-17,1.13E-13
REX1BD,77.48827107,-2.244794257,0.270393398,-8.301956609,1.02E-16,2.58E-13
CD1E,16.56079998,-6.854796522,0.834056898,-8.218619787,2.06E-16,4.71E-13
REG3A,82.36960398,-24.36538247,2.968502838,-8.207970076,2.25E-16,4.72E-13
IGHEP2,22.13483196,-5.700121163,0.699715448,-8.146341749,3.75E-16,7.26E-13
B3GALT5-AS1,189.94809,-7.122510634,0.883033805,-8.065954663,7.27E-16,1.23E-12
ABCA1,6734.871935,1.846458931,0.228948847,8.06494096,7.33E-16,1.23E-12
RAB11FIP2,1789.26674,1.288247053,0.163172974,7.894978085,2.90E-15,4.54E-12
CREB3L3,61.67822014,-5.565631568,0.705558868,-7.888259679,3.06E-15,4.54E-12
VMA21,974.0031071,1.607499215,0.205868683,7.808371796,5.79E-15,8.10E-12
B3GALT5,2536.504902,-4.58217625,0.588798176,-7.782252795,7.12E-15,9.44E-12
RBPJ,4604.489776,1.375067179,0.177771113,7.735042877,1.03E-14,1.30E-11
ANAPC16,2685.522145,1.01204331,0.131109987,7.719040589,1.17E-14,1.40E-11
EPS8L1,31.5976199,-4.643778487,0.603269538,-7.697684355,1.39E-14,1.58E-11
RAB8B,1713.562582,1.460181085,0.192105405,7.600937006,2.94E-14,3.22E-11
CCDC17,28.84308145,-4.019156492,0.530000825,-7.583302329,3.37E-14,3.53E-11
KIAA1143,1305.115318,1.257260425,0.166298794,7.560249796,4.02E-14,4.05E-11
ARRDC5,13.90821916,-4.104321951,0.544367048,-7.539622325,4.71E-14,4.56E-11
C1orf226,68.79912917,-3.604941107,0.480827502,-7.497368793,6.51E-14,6.07E-11
TPT1P10,26.98708743,-4.21585573,0.569296883,-7.405372941,1.31E-13,1.18E-10
RN7SL288P,12.85159707,-4.327373083,0.587519689,-7.365494576,1.76E-13,1.53E-10
PTPRG,2807.824621,1.362743418,0.185342599,7.352564523,1.94E-13,1.63E-10
TRGV1,12.60962765,-5.801219213,0.790295563,-7.340569127,2.13E-13,1.72E-10
LINC02659,33.5761111,8.322353336,1.134383878,7.336452407,2.19E-13,1.72E-10
MAPK6P3,109.6981212,-2.124001241,0.291949513,-7.275234742,3.46E-13,2.64E-10
PNLIPRP2,28.3722117,-6.23488573,0.857907858,-7.267547057,3.66E-13,2.67E-10
DENND6A,1236.774059,1.039753045,0.143108513,7.265487034,3.72E-13,2.67E-10
GNB4,1518.444828,1.330403505,0.183412997,7.253594474,4.06E-13,2.84E-10
RPS2P44,25.72586578,-3.615194879,0.499263354,-7.241057955,4.45E-13,3.03E-10
TWSG1,3867.447941,1.777694065,0.246715903,7.205429589,5.79E-13,3.73E-10
GINS2,55.13753497,-2.608762581,0.36238675,-7.198835452,6.07E-13,3.82E-10
CAPN10-DT,19.78166505,-3.974090303,0.554956497,-7.161084387,8.00E-13,4.91E-10
SNX18P9,14.83380962,-5.693141133,0.797866087,-7.135459481,9.65E-13,5.78E-10
CRB2,28.70097268,-4.518536979,0.633676708,-7.130666034,9.99E-13,5.85E-10
RN7SKP127,18.11605793,-6.668283039,0.936482543,-7.120563097,1.07E-12,6.15E-10
SLC25A45,57.14780503,-3.38827596,0.478595855,-7.079618265,1.45E-12,8.08E-10
TAF9B,2102.812297,1.277196902,0.182108583,7.013381156,2.33E-12,1.25E-09
ANKRD20A4P,57.62256001,-5.08487234,0.725121162,-7.012445105,2.34E-12,1.25E-09
C11orf86,37.75933495,-6.091777427,0.869827967,-7.003427872,2.50E-12,1.31E-09
TM4SF5,30.18436561,-6.807064027,0.973521686,-6.992205849,2.71E-12,1.39E-09
IPO7,5317.966694,1.086851754,0.155878058,6.972448655,3.11E-12,1.57E-09
DCUN1D4,1968.108668,1.025393524,0.147138549,6.968897886,3.19E-12,1.58E-09
STAG3L5P-PVRIG2P-PILRB,23.73376653,-2.927224051,0.420849952,-6.955505257,3.51E-12,1.70E-09
DTX1,21.1535809,-4.777392338,0.688533267,-6.938506194,3.96E-12,1.87E-09
MIR200CHG,33.0804652,-4.426680614,0.638171127,-6.936510326,4.02E-12,1.87E-09
TMTC1,2378.049053,1.925744513,0.278488984,6.914975555,4.68E-12,2.09E-09
FAM110A,21.16014387,-3.319633623,0.480174617,-6.913388398,4.73E-12,2.09E-09
TPM3P7,9.166211535,-5.35978373,0.775681896,-6.909770299,4.85E-12,2.09E-09
KIAA1614,47.60408645,-3.03677856,0.43956266,-6.908636326,4.89E-12,2.09E-09
AQP7,18.48454968,-4.054286495,0.586883558,-6.908161664,4.91E-12,2.09E-09
LHFPL4,12.07989359,-4.484810133,0.654200183,-6.855409479,7.11E-12,2.98E-09
APOBR,148.4276867,-3.70994018,0.541907775,-6.846072988,7.59E-12,3.13E-09
KDSR,1777.603211,1.571841536,0.22993892,6.835909003,8.15E-12,3.31E-09
CYB561,160.6831701,-2.34780451,0.344259148,-6.819875441,9.11E-12,3.64E-09
DGAT1,244.4732921,-2.626415657,0.385398218,-6.814810069,9.44E-12,3.71E-09
NEU4,12.82228258,-4.765717583,0.700525358,-6.803062204,1.02E-11,3.97E-09
DLEC1,15.31958351,-4.75328653,0.699078714,-6.79935812,1.05E-11,4.01E-09
SLC16A7,2897.507247,1.930405668,0.284011789,6.796920912,1.07E-11,4.01E-09
GOLT1B,968.2222097,1.458458889,0.21561322,6.764236858,1.34E-11,4.95E-09
QKI,4628.608732,1.432859892,0.211887512,6.762361198,1.36E-11,4.95E-09
MINDY2,2234.238037,1.157230811,0.17219622,6.720419348,1.81E-11,6.44E-09
RNU6-418P,8.283800988,-5.848905176,0.870693208,-6.717527049,1.85E-11,6.44E-09
TLCD1,23.40373586,-3.592522266,0.534855752,-6.716805896,1.86E-11,6.44E-09
ABCC6,90.50587246,-2.621051321,0.390265049,-6.716080071,1.87E-11,6.44E-09
YAP1,2599.803613,1.429898473,0.213421779,6.699871394,2.09E-11,7.09E-09
CFAP97,2027.834051,1.380809858,0.206376047,6.690746726,2.22E-11,7.38E-09
CCT4P2,27.79314034,-3.671869335,0.54885163,-6.690094617,2.23E-11,7.38E-09
RLIM,1854.925778,1.073319462,0.160798798,6.674922189,2.47E-11,8.08E-09
LINC00705,9.70959841,-5.415795795,0.812350184,-6.666824112,2.61E-11,8.37E-09
POLR2M,404.3799218,1.448020647,0.217259256,6.664943395,2.65E-11,8.37E-09
IL6ST,17065.78535,1.303780257,0.195640192,6.664173868,2.66E-11,8.37E-09
RN7SKP55,22.12417315,5.524267339,0.830890818,6.648608,2.96E-11,9.19E-09
RN7SKP253,4.341681149,-5.263356928,0.794349899,-6.625993077,3.45E-11,1.06E-08
CD1C,32.92874867,-5.760258601,0.870336526,-6.618426813,3.63E-11,1.10E-08
SPP1,692.5308773,2.861088041,0.432390745,6.616903981,3.67E-11,1.10E-08
RAB26,13.82927261,-4.400218711,0.666932069,-6.597701495,4.18E-11,1.24E-08
GJB1,57.15564368,-3.903374587,0.592719667,-6.585532426,4.53E-11,1.33E-08
COMTD1,64.28574365,-2.820887264,0.428580951,-6.581924042,4.64E-11,1.34E-08
SEPTIN2,7757.047406,1.018052039,0.154767023,6.577964863,4.77E-11,1.36E-08
EXOC3L4,10.25315687,-4.365786826,0.664055785,-6.574427815,4.88E-11,1.38E-08
ELOVL5,1868.222231,1.741703657,0.26546759,6.560890006,5.35E-11,1.50E-08
ZNF784,13.94479346,-3.5992517,0.549992911,-6.544178345,5.98E-11,1.64E-08
TNFRSF14,190.3636792,-1.885753604,0.288172555,-6.543834845,6.00E-11,1.64E-08
SOAT1,1562.613265,1.133839824,0.17343448,6.537568672,6.25E-11,1.68E-08
LIVAR,12.34036403,-4.983468242,0.762316217,-6.537271714,6.27E-11,1.68E-08
LIMS1,3202.967585,1.356926565,0.207719993,6.532479347,6.47E-11,1.71E-08
GINM1,959.5449957,1.06934584,0.163742534,6.530654025,6.55E-11,1.72E-08
THAP1,277.1181383,1.425697307,0.218633717,6.520939803,6.99E-11,1.81E-08
PROB1,82.79196019,-4.379794559,0.672447734,-6.513211864,7.36E-11,1.89E-08
GLI4,11.61358499,-3.890040455,0.597731502,-6.50800642,7.62E-11,1.94E-08
BMPR2,9806.063211,1.39017516,0.214009088,6.495869746,8.26E-11,2.08E-08
IL33,3143.151617,2.716615069,0.41865792,6.488865825,8.65E-11,2.15E-08
STOM,9514.083945,2.06119013,0.31811646,6.479357056,9.21E-11,2.27E-08
RNF11,2548.537828,1.365738969,0.211101017,6.469599195,9.83E-11,2.40E-08
VAMP8,198.9514746,-3.254136363,0.503127631,-6.467814855,9.94E-11,2.41E-08
UBE2V2,1860.873162,1.212290234,0.187811051,6.454839735,1.08E-10,2.60E-08
RPL7L1P2,5.905452933,-5.695745916,0.883037165,-6.450176892,1.12E-10,2.61E-08
FDCSP,55.24483341,-8.280953647,1.283860278,-6.450042725,1.12E-10,2.61E-08
RPS14P8,20.68492023,-3.708704527,0.575003029,-6.449886943,1.12E-10,2.61E-08
INSL5,110.7131535,-8.441583717,1.310743159,-6.440303472,1.19E-10,2.75E-08
PAK6,8.66890735,-5.584836915,0.868040831,-6.433841264,1.24E-10,2.85E-08
MFSD6L,6.146580618,-5.42213006,0.843809047,-6.425778533,1.31E-10,2.97E-08
RPS29P12,6.29318473,-5.79475642,0.903132943,-6.416282857,1.40E-10,3.14E-08
FCER1A,48.04081216,-4.725156583,0.736697944,-6.413967385,1.42E-10,3.16E-08
ACY3,15.83297786,-6.796323779,1.060628587,-6.407826321,1.48E-10,3.26E-08
KCNJ1,16.99634028,-4.670403437,0.730200684,-6.396054588,1.59E-10,3.47E-08
BAIAP3,4.78618535,-5.065856881,0.79207909,-6.395645264,1.60E-10,3.47E-08
CAPZA2,3137.170262,1.003378705,0.157017226,6.390246023,1.66E-10,3.54E-08
PCDHB12,111.5245668,1.755422352,0.274718014,6.389906247,1.66E-10,3.54E-08
LINC02803,6.901578534,-5.928160303,0.92910345,-6.380516939,1.76E-10,3.73E-08
EPS15,4494.377165,1.192129239,0.187125541,6.370745706,1.88E-10,3.94E-08
SHANK2-AS2,5.95307451,-5.383341062,0.845691775,-6.365606504,1.95E-10,4.03E-08
SEC22B,1588.250983,1.022140666,0.160588116,6.364983231,1.95E-10,4.03E-08
SOD2,30299.15338,3.021640518,0.475124069,6.359687317,2.02E-10,4.14E-08
LINC02033,9.729720222,-5.415924932,0.853645855,-6.344463457,2.23E-10,4.53E-08
RNU1-11P,28.06907352,7.165808372,1.13039364,6.339215047,2.31E-10,4.65E-08
RPS24P14,9.794729521,-4.898431623,0.775470921,-6.316718639,2.67E-10,5.34E-08
RO60,5310.036258,1.026929934,0.162875871,6.304985049,2.88E-10,5.68E-08
LINC00954,51.67993115,-3.731607335,0.591885784,-6.304607133,2.89E-10,5.68E-08
MID1IP1,283.2343655,1.468108098,0.232987798,6.301223126,2.95E-10,5.76E-08
MYO15B,357.639213,-1.743027476,0.277016495,-6.292143286,3.13E-10,6.01E-08
MTATP8P2,89.2243802,3.141053169,0.500015283,6.281914322,3.34E-10,6.38E-08
TGFBR3,2694.471255,2.158005354,0.344198464,6.269654221,3.62E-10,6.85E-08
ABRA,30.33034646,-3.724371762,0.594367583,-6.266108494,3.70E-10,6.95E-08
RNU1-67P,18.91987728,4.821519546,0.769705913,6.26410615,3.75E-10,6.99E-08
SLC17A1,6.103084598,-5.409561298,0.864128209,-6.260137372,3.85E-10,7.07E-08
GOLPH3,2187.811697,1.05987792,0.169387658,6.257114206,3.92E-10,7.15E-08
FSD2,9.429880854,-4.604335092,0.736683466,-6.250086105,4.10E-10,7.43E-08
SMIM6,21.91018337,-4.128536079,0.660756093,-6.248199787,4.15E-10,7.46E-08
RNU4-2,459.4525567,3.515441143,0.562788531,6.246469055,4.20E-10,7.49E-08
AQP8,291.6279656,-6.115169517,0.979237723,-6.244826332,4.24E-10,7.52E-08
MVP,404.381371,-1.153551653,0.184777081,-6.242936888,4.29E-10,7.56E-08
PALM2AKAP2,4858.324271,1.377887807,0.220820908,6.239843053,4.38E-10,7.65E-08
TMEM72,60.2669061,-4.634414143,0.743962778,-6.22936292,4.68E-10,8.13E-08
SLC39A6,1341.006122,1.547862658,0.248744911,6.222690755,4.89E-10,8.42E-08
VDAC2P2,6.204970859,-5.437486679,0.876024213,-6.207005012,5.40E-10,9.24E-08
NAP1L1,7337.242702,1.081784776,0.174325805,6.205534382,5.45E-10,9.27E-08
APPL1,2367.966258,1.054626171,0.170045817,6.202011829,5.57E-10,9.42E-08
AGBL5-IT1,9.400355726,-3.564040191,0.576142922,-6.18603485,6.17E-10,1.03E-07
NUTM1,6.216501482,-5.435214473,0.878720366,-6.185374415,6.20E-10,1.03E-07
PRR4,16.88477825,-3.763423894,0.608671297,-6.183015216,6.29E-10,1.04E-07
PARM1-AS1,127.5517047,-3.128271855,0.506019485,-6.182117381,6.32E-10,1.04E-07
FGFBP3,9.724582075,-4.120336001,0.666540863,-6.181670518,6.34E-10,1.04E-07
CCR7,18.71173699,-5.210205537,0.843183239,-6.179209096,6.44E-10,1.05E-07
THAP12P7,17.50402647,-2.284602795,0.370129346,-6.172444356,6.72E-10,1.08E-07
RPS3AP48,8.83502541,-5.626999177,0.911783274,-6.171421801,6.77E-10,1.08E-07
CLIC4,10704.93974,2.137663625,0.346599424,6.16753369,6.94E-10,1.10E-07
AP1S2,1148.720636,1.58040757,0.256683288,6.157033363,7.41E-10,1.17E-07
TGFBR2,11093.07869,1.600741188,0.260192569,6.152140297,7.64E-10,1.19E-07
SMIM33,9.297115929,-5.074375519,0.825639302,-6.145995601,7.95E-10,1.23E-07
INKA2,99.5224191,-1.755960642,0.285996438,-6.139798984,8.26E-10,1.27E-07
NHLRC1,11.4379416,-3.699220767,0.604193522,-6.122576015,9.21E-10,1.40E-07
PNPLA8,1479.499356,1.435782615,0.234952955,6.110936603,9.90E-10,1.50E-07
SDCBP,3824.868524,1.147029014,0.187734931,6.109832675,9.97E-10,1.50E-07
DNAH3,16.95477226,-3.586959231,0.587566819,-6.104768193,1.03E-09,1.54E-07
RDH5,31.54107547,-2.553283775,0.41887303,-6.095603181,1.09E-09,1.62E-07
RNU7-151P,4.003412602,-5.132143713,0.842508843,-6.091501302,1.12E-09,1.66E-07
GPX3,8680.993514,2.907160018,0.477704394,6.085688257,1.16E-09,1.71E-07
FAM160B1,1226.41095,1.223668076,0.201401575,6.075762188,1.23E-09,1.81E-07
PCGF5,6548.452362,1.359109134,0.223812137,6.072544367,1.26E-09,1.83E-07
SLC4A9,5.819869801,-5.341272159,0.879739117,-6.071427374,1.27E-09,1.83E-07
TESPA1,44.47356825,-3.248916577,0.535325566,-6.069048039,1.29E-09,1.85E-07
CNBP,6162.940923,1.071836203,0.176881373,6.059632998,1.36E-09,1.95E-07
ITGB2-AS1,9.884773978,-6.117414837,1.010289684,-6.05510967,1.40E-09,2.00E-07
UBE2D1,991.2300803,1.70389521,0.281685976,6.04891744,1.46E-09,2.06E-07
MIR29B2CHG,499.1963045,-1.44197419,0.238446901,-6.047359735,1.47E-09,2.06E-07
MFSD4A,612.9705568,-2.413003251,0.399030822,-6.047160062,1.47E-09,2.06E-07
OR10AD1,8.857677758,-3.772363954,0.62413118,-6.044184424,1.50E-09,2.09E-07
BARX2,46.75376144,-2.940721449,0.486648292,-6.042806474,1.51E-09,2.09E-07
SNORA22,271.0082039,1.991926957,0.329786727,6.040045864,1.54E-09,2.12E-07
TEDC1,10.95150216,-3.579496648,0.592960921,-6.036648489,1.57E-09,2.15E-07
PGBD5,16.0285791,-2.987733859,0.495430248,-6.030584265,1.63E-09,2.21E-07
RPS20P2,42.15939106,2.408946186,0.399725067,6.026507678,1.68E-09,2.25E-07
PLEKHH3,50.53239724,-2.489845127,0.413340321,-6.023717021,1.70E-09,2.26E-07
PCDH17,367.652248,1.976089193,0.328088854,6.023030563,1.71E-09,2.26E-07
UBA7,258.8203373,-2.1676815,0.35990468,-6.022932232,1.71E-09,2.26E-07
PHLDB3,18.14917257,-3.072924236,0.510249125,-6.022399819,1.72E-09,2.26E-07
UBXN7,1147.430632,1.001985307,0.166491663,6.01823113,1.76E-09,2.31E-07
RHOQ,2713.805636,1.245544911,0.207033747,6.016144366,1.79E-09,2.33E-07
C5orf51,2438.980469,1.291561425,0.214786012,6.013247399,1.82E-09,2.36E-07
GLUL,4335.067549,1.907729617,0.31730523,6.012285444,1.83E-09,2.36E-07
CACNA2D1-AS1,216.7874819,2.005700621,0.333694666,6.010586404,1.85E-09,2.36E-07
GTF2IP5,5.628028295,-5.301090212,0.881986218,-6.010400277,1.85E-09,2.36E-07
DOK4,175.3753159,-2.367873117,0.393975764,-6.010199942,1.85E-09,2.36E-07
DGUOK-AS1,44.21179451,-3.059767926,0.509353177,-6.00716372,1.89E-09,2.39E-07
STAG2,4396.82895,1.001310186,0.166884518,6.000018456,1.97E-09,2.48E-07
DDX50,1231.440911,1.273922446,0.212347863,5.999224239,1.98E-09,2.48E-07
P4HA1,1066.823816,2.12659156,0.354924951,5.991665429,2.08E-09,2.59E-07
PSMG2,1441.880863,1.449692688,0.242437817,5.979647514,2.24E-09,2.77E-07
LINC00955,10.55125636,-5.874604524,0.982645046,-5.978358662,2.25E-09,2.78E-07
CHMP1A,124.8910711,-1.555829592,0.260492717,-5.972641417,2.33E-09,2.87E-07
RNVU1-7,21.91538516,8.282725358,1.387640349,5.968928018,2.39E-09,2.92E-07
PNRC1,8786.895276,1.731853518,0.290215844,5.967467156,2.41E-09,2.93E-07
SLC49A3,9.338488293,-2.740886443,0.459746374,-5.961735857,2.50E-09,3.01E-07
RNA5SP339,8.27084663,-5.197072826,0.872240159,-5.958304916,2.55E-09,3.05E-07
SEPTIN10,2575.334985,1.19463917,0.200676566,5.953057679,2.63E-09,3.14E-07
DISP2,87.78790397,-2.49747226,0.419722047,-5.950300384,2.68E-09,3.18E-07
PIK3C2A,6844.726009,1.078071893,0.181261727,5.947598062,2.72E-09,3.21E-07
